grid_id,latitude,longitude,zone_name,population,population_density,total_orders,avg_delivery_time_min,avg_order_value,active_restaurants,active_customers,competitor_count,road_density_km,median_income,avg_age,household_size,employment_rate,education_index,urbanization_level,internet_penetration,smartphone_adoption,is_profitable
cell_0025,,,,0.0,,,,,,,,,35776.45812796906,23.24038869763274,3.9906348755560384,0.8039218233459535,0.4459126601557105,0.3615766029135356,0.5801020714289123,0.4686476041938502,
cell_0026,,,,2101.7197017357553,,,,,,,,,34299.063914119026,39.13172702860567,4.0863377581214575,0.6727453241651723,0.5364457212110204,0.1718260561513119,0.7145020099074977,0.6441895216097293,
cell_0027,,,,13565.18686705062,,,,,,,,,55129.886128419705,33.71020936167245,3.3574411276019873,0.682284916626397,0.4903929649253442,0.8239578843237657,0.8063778080086804,0.7690518184307079,
cell_0028,,,,9681.765439845833,,,,,,,,,48295.52917056836,30.445439964639203,3.9571918417739664,0.6800641633177436,0.4505738038106217,0.8994155781344821,0.6954283799190049,0.669298555043746,
cell_0029,,,,8834.534846409373,,,,,,,,,50458.14375144706,28.28973029114085,4.069416367255544,0.7720044908918615,0.60920239907249,0.867299986569448,0.918787281091424,0.6314366873201591,
cell_0030,,,,2870.7705901203803,,,,,,,,,40835.75077981555,34.87551726904469,4.35105976484234,0.5539236544996518,0.5366953396020177,0.2841628398184893,0.797506600503699,0.8410722536469519,
cell_0031,,,,6201.229744218558,,,,,,,,,65465.94729156257,35.2934774266997,3.8839195399002095,0.6817329573967589,0.6416645196619495,0.9382657480675276,0.95,0.7759768938114273,
cell_0032,,,,16332.195508360172,,,,,,,,,52405.519426834464,35.73145132466801,3.5354701007328777,0.7639538599743225,0.2575513204362122,0.9123162502554673,0.6750409304876503,0.7503849429280836,
cell_0033,,,,0.0,,,,,,,,,27596.0234973087,28.7039914420668,5.230054778812836,0.698867255573031,0.3655535693767723,0.2061743322456464,0.5151607111937406,0.720116713812406,
cell_0034,,,,0.0,,,,,,,,,40757.814384722325,34.56471442334891,4.506985241963576,0.638927060167483,0.4058572652499561,0.4823581299517081,0.6659035467623864,0.7639119720335844,
cell_0035,,,,0.0,,,,,,,,,26454.094450202843,28.602350830120397,4.511818927822905,0.6222191557389869,0.3232579897024199,0.4352343101743783,0.8043677767879629,0.6174975612938209,
cell_0036,,,,9771.134503519448,,,,,,,,,53962.04516503329,48.720268894163134,4.462795176855135,0.6643664300485917,0.6212072390404985,0.9999575409937091,0.701960841978591,0.9226108011985577,
cell_0037,,,,5764.414672463852,,,,,,,,,38782.30913284157,37.66880287027114,4.234481494576823,0.6590620263366412,0.4007834500010973,0.785024376768979,0.7602925423319963,0.6606596446951625,
cell_0038,,,,7836.155981504722,,,,,,,,,43202.69765771099,42.30892383479161,4.711123466183868,0.6265617361303537,0.3337717498470378,0.7128840209459212,0.5699946886791941,0.728604254513059,
cell_0039,,,,5924.901582718212,,,,,,,,,53878.02865108386,41.02619928952203,3.9896556886320433,0.6848768035138657,0.5401289242031221,0.7742046685361302,0.7409184936527367,0.7486549111403806,
cell_0040,,,,2798.083958413077,,,,,,,,,49962.55991441364,29.31776339870981,4.0012481309929555,0.7334820886042589,0.499088837663624,0.1324996134707242,0.6995394439770811,0.6144936964452041,
cell_0041,,,,5586.343625135534,,,,,,,,,53699.577968329795,34.06514506989768,4.280618459712304,0.7099936173347551,0.4225555784920962,0.8764333269698054,0.6498321149272845,0.7156489591541915,
cell_0042,,,,9513.10979750434,,,,,,,,,51690.462023282314,38.659819642832765,4.771274152912639,0.6091154608556618,0.6085495173684368,0.7620125732404571,0.8672886576776899,0.5916869507692979,
cell_0043,,,,0.0,,,,,,,,,32892.274130874976,32.050493656036366,4.927101566335904,0.6241747554180367,0.484657366170005,0.1521405297123614,0.8209280021106412,0.6295495776181719,
cell_0044,,,,2788.3633927396268,,,,,,,,,34409.6179420167,26.637069759367364,4.4523276197098305,0.7468785733495121,0.4904042764889424,0.3898855347528434,0.7749919201166724,0.5901487733724838,
cell_0045,,,,1325.3768087357987,,,,,,,,,34599.90937181233,30.33169432975328,4.412306835570277,0.7166905656860892,0.4867962779769605,0.2422806173559961,0.6871031237889166,0.7158945294191326,
cell_0046,,,,2891.7093081675066,,,,,,,,,41896.51118186777,35.68102489129798,4.4290560937295655,0.6918645907023939,0.5765455013650483,0.4641755128874048,0.5918869645928679,0.8182185183091268,
cell_0047,,,,3856.161958544405,,,,,,,,,55896.422438437825,39.84973869534839,4.43384623228392,0.6476115620469413,0.5080451243573275,0.1171548077838436,0.7889857231621966,0.620969526525622,
cell_0048,,,,9701.372428783065,,,,,,,,,54905.32802697923,41.27184660174711,4.600312689436829,0.7050881719107788,0.3954656772743612,0.7975856532627553,0.8007973885193839,0.7357149071303262,
cell_0049,,,,3178.955497190984,,,,,,,,,33785.0631526293,38.81379843190141,4.043857326471782,0.6200968946864631,0.4144182310715504,0.1351914178058658,0.6502726938755057,0.6469444474651894,
cell_0050,,,,0.0,,,,,,,,,37268.58778576357,26.35312894396772,4.78634476706106,0.7818816832315396,0.2835119923381795,0.1144604561264874,0.766950211016369,0.7212023431930227,
cell_0051,,,,0.0,,,,,,,,,32304.424037085784,33.00941126029647,4.348453316664795,0.6314996342593839,0.3230119914106542,0.3327185378197543,0.6064538425514131,0.6660668075178582,
cell_0052,,,,0.0,,,,,,,,,30261.545997858288,36.19259754290636,4.5228503512713925,0.6203010099328641,0.5829537620724639,0.3442226079159833,0.6359891271844755,0.744017582482153,
cell_0053,,,,0.0,,,,,,,,,39281.73402188608,25.01833333514002,4.798157320548136,0.7208862661880763,0.3470685018112143,0.17905957210643,0.7599615877065218,0.652666274374528,
cell_0054,,,,7473.030183378358,,,,,,,,,59716.99665747165,34.57204943977496,4.276361158470623,0.7571015919735122,0.4214730424989141,0.8403954173427368,0.8519844002427684,0.6029848521660708,
cell_0055,,,,0.0,,,,,,,,,41518.96083381339,38.18952380917625,4.542808173238287,0.6559153106506193,0.5330380660539951,0.4208105163023422,0.8757999208216718,0.598262467318973,
cell_0056,,,,8494.202439159944,,,,,,,,,46625.47733744153,32.124505721065304,3.839035959984374,0.7044236108457976,0.5728230821555136,0.891381797800008,0.8105993725589742,0.7461174814577278,
cell_0057,,,,4949.731715417825,,,,,,,,,50159.57437300388,22.794349836721445,4.747560028144801,0.7433433031123878,0.3340072205428466,0.2772300887956517,0.6203785554064507,0.5330232131379121,
cell_0058,,,,3246.818665835114,,,,,,,,,48682.709350247846,37.139907868197554,4.361016262035584,0.6913991159285647,0.5196092229832204,0.413325971528952,0.491504057409833,0.6482853696812189,
cell_0059,,,,6262.799395513965,,,,,,,,,59328.81588985651,42.98381612490219,3.969744700021684,0.6623564435041406,0.4824759632633783,0.8976199441437972,0.6097896436441566,0.7015815428230185,
cell_0060,,,,4173.406691848943,,,,,,,,,46252.70375655428,31.66060121991885,4.588010155881009,0.6652297099178364,0.5180685280300938,0.4185079050947892,0.6823612442884949,0.6774551595747292,
cell_0061,,,,10816.774050464976,,,,,,,,,51200.38716335328,36.77144622677086,5.2819113772467166,0.6914999414440064,0.4745342292544642,0.9709235566176724,0.8798134674959268,0.7378804508006521,
cell_0062,,,,0.0,,,,,,,,,27255.6551819578,27.30737747197509,3.6429811972694544,0.6988667346695947,0.2724623509057478,0.4061272177236157,0.7131269597244879,0.5725179279573451,
cell_0063,,,,8527.429741675662,,,,,,,,,44126.55363143531,38.40974436904526,3.6568681522240056,0.7791160290223083,0.4283704751213414,0.7456881754991226,0.6645774342426044,0.7168759846641312,
cell_0064,,,,12280.721510519055,,,,,,,,,58187.680756759386,44.89903478700775,5.260775846850349,0.6221152873510304,0.5953294871605185,0.897751489433731,0.892702958268041,0.6682422638309353,
cell_0065,,,,16919.86674601125,,,,,,,,,61993.68019999576,38.19283063071038,4.0934106191522295,0.6566309696674887,0.7423452032686848,0.920444146003048,0.7330579440431002,0.7754153698399001,
cell_0066,,,,8053.933496033276,,,,,,,,,51995.92914893766,47.83479633623483,4.075475547826407,0.6374590208347864,0.5469686649345674,0.9262941725042748,0.8962049773373412,0.766934344102345,
cell_0067,,,,0.0,,,,,,,,,42024.73028524417,25.01029007179885,4.022059826316476,0.6843488393016526,0.429006330610891,0.4474951421486511,0.6687318766659411,0.5322493023071638,
cell_0068,,,,7825.67897495073,,,,,,,,,55031.45217533344,36.901596228358656,4.553903478732385,0.6384012756520691,0.4021610571985633,0.8845821832920014,0.8054958535300364,0.7732792689162777,
cell_0069,,,,0.0,,,,,,,,,30484.16171776413,27.634706661680426,5.500782037227502,0.6240679223035638,0.4060914669132083,0.1180336791348892,0.6975716482356523,0.5997256489064627,
cell_0070,,,,0.0,,,,,,,,,37529.769238558896,24.074292284188335,3.7921080372477385,0.6916206185935627,0.4122747510313164,0.2067728306546338,0.7203279822100073,0.4910409917787823,
cell_0071,,,,9238.438790705311,,,,,,,,,63266.255965261786,36.23458133495172,3.8188990767527153,0.6748405170051341,0.583642931082401,0.7964626224992474,0.7081340675183819,0.864905891994904,
cell_0072,,,,6319.8684380975665,,,,,,,,,52249.21772623034,39.086646508302195,3.802144258453764,0.6098402038641765,0.5030343624629257,0.7171797940600706,0.7011994582245202,0.7343714032197621,
cell_0073,,,,0.0,,,,,,,,,45952.50559069804,32.12115089976015,4.406907432502658,0.6886985335083421,0.5317679932415876,0.4821975411794834,0.848806641797369,0.8706909847838746,
cell_0074,,,,0.0,,,,,,,,,16661.78427137179,40.35226089472278,4.944578876111569,0.4772973060434416,0.3306766003381059,0.3334472180371693,0.6166217666854722,0.6219877855488383,
cell_0075,,,,0.0,,,,,,,,,40753.31753062657,31.8223373486178,4.902933217360293,0.7171101392775933,0.633924979878641,0.4716337526843925,0.6450891909730807,0.5297027456806309,
cell_0076,,,,0.0,,,,,,,,,35609.3294776672,35.25068401839808,4.527265846533468,0.6348036227814764,0.5008195061808166,0.1823557603237999,0.7302980157019056,0.6085132594320222,
cell_0077,,,,6621.524600776264,,,,,,,,,50406.94854673893,37.33047123149488,5.255596910154419,0.6598648776103234,0.4309583500549059,0.9793193575030846,0.6262831463979377,0.6999829617242518,
cell_0078,,,,8045.968055140755,,,,,,,,,53142.32543574851,45.390278002262974,3.681200254038808,0.6691125270908665,0.6126803701294316,0.8449401856623292,0.6698906998637713,0.7698235397108775,
cell_0079,,,,7423.976492295705,,,,,,,,,38587.01759779375,48.992246427940344,3.69685954780571,0.6086626796479854,0.3387470170059488,0.7645536039444663,0.5939144195426259,0.5154429913144349,
cell_0080,,,,0.0,,,,,,,,,33462.29678513742,32.15542565487975,4.90004917880673,0.6445411448357725,0.3483811348285394,0.2560913751722501,0.6287315228563015,0.5961568068859258,
cell_0081,,,,9751.822141665263,,,,,,,,,54999.78800058222,32.036704922742096,4.011418279792346,0.7423793713684032,0.4399004874718662,0.8715072469931031,0.6317506641042157,0.6796179155719647,
cell_0082,,,,5583.484133091179,,,,,,,,,62845.258313190614,34.25597488611416,3.1835772551604533,0.8002439619764758,0.6842189660066177,0.8109438754176179,0.945795452041196,0.7189671152930543,
cell_0083,,,,6973.805438099725,,,,,,,,,48872.10847208447,38.40967151602581,3.853247429460431,0.6205083435105507,0.4776132520110299,0.9147165930663276,0.6678358736240303,0.6397353179463442,
cell_0084,,,,8303.13893488442,,,,,,,,,46840.54477974769,39.282490176253226,4.15942387925116,0.699755595548727,0.4244935685132217,0.832336477517271,0.7115023184469866,0.6194195554415842,
cell_0085,,,,5941.178810543856,,,,,,,,,48987.70069490824,40.49212567192186,3.68699887409724,0.6037936820941123,0.5123611888827831,0.9189935872291224,0.7944815583566821,0.8827551433774188,
cell_0086,,,,0.0,,,,,,,,,41407.81482391452,31.800988406150207,3.5785915082135604,0.7527241418728826,0.5198380689640241,0.1130077892474287,0.9062100668812348,0.7834056882387402,
cell_0087,,,,8885.524756181885,,,,,,,,,54801.25776761779,37.0349245812797,3.848172854060884,0.6552351650722134,0.678123170287987,0.7450547278514853,0.8819832785511087,0.7951876078015294,
cell_0088,,,,0.0,,,,,,,,,31291.67857363073,26.319007793989357,3.6548165040828366,0.6675400597303163,0.2754675369668969,0.2551925558303342,0.5773509493943648,0.3912329158388816,
cell_0089,,,,8495.824018103242,,,,,,,,,56092.87203179349,39.00569130632115,4.256636799172181,0.7396137293728791,0.6507027667395273,0.7958791195257555,0.7208959188013975,0.905973007999703,
cell_0090,,,,13183.676258361573,,,,,,,,,53179.542845436285,46.27493678740328,2.996302148099214,0.6708667656220707,0.305983672362127,0.8815458768885435,0.5793256005722385,0.4632443747784323,
cell_0091,,,,0.0,,,,,,,,,41780.51493373023,34.599643027138775,4.127407314645409,0.6447512984845745,0.5577506823722803,0.4232650614798736,0.6362820390321049,0.54880374226105,
cell_0092,,,,0.0,,,,,,,,,30085.628342858538,32.17351974818099,4.458898660625566,0.6755481522062038,0.5366707065719746,0.4993759954566393,0.6663961213163996,0.4676209618856563,
cell_0093,,,,5683.502639722354,,,,,,,,,50206.364973815624,42.14783461911375,3.9526657303876553,0.6169275085283674,0.6223324244220843,0.9281583235942744,0.9081019194751898,0.6377080092461312,
cell_0094,,,,0.0,,,,,,,,,32255.2429280749,27.64467985549574,4.724059019254688,0.6197611416153277,0.485904773458746,0.3550252708261047,0.661922431806135,0.7847504392218438,
cell_0095,,,,4761.193889340779,,,,,,,,,41419.5739757679,26.9586742695834,3.4005236431402537,0.7311109794602907,0.3591680131279028,0.4701237059078809,0.6174142500113536,0.7042452930437939,
cell_0096,,,,10061.813804393778,,,,,,,,,54572.84193945203,33.26107447817009,3.6037268299174223,0.6941184356133059,0.5929993155233068,0.8589658607678315,0.8075956961914961,0.7695814523421931,
cell_0097,,,,4217.363973778955,,,,,,,,,51588.16081348557,28.87356688615281,3.819101068739699,0.6837499758933562,0.3996020337233991,0.2533433088118301,0.891061448875867,0.6829586203162862,
cell_0098,,,,0.0,,,,,,,,,35035.79419649723,27.389970516454596,4.506004342739681,0.7716503679938721,0.3462733989155314,0.4463096161482898,0.5685435156101527,0.5005081623444567,
cell_0099,,,,5745.735963495263,,,,,,,,,50857.89006637397,43.041373703260696,4.10067489235932,0.6030212071723808,0.4578050333408278,0.7450712002022789,0.7865865276600746,0.7753807088614959,
cell_0100,,,,8661.472651458753,,,,,,,,,42592.4048056471,34.623382911589054,5.145758943314738,0.6873929813605266,0.4337545154268378,0.7234286629720241,0.6642267278835708,0.7958600999628415,
cell_0101,,,,7770.126840844399,,,,,,,,,49555.48274064249,32.98639141887542,3.601552224106629,0.7574700216116605,0.5222922534657919,0.8631514263482751,0.7750124973623292,0.793519998082445,
cell_0102,,,,10679.51552540013,,,,,,,,,50100.99838431261,46.71288589415316,3.3014955668665484,0.6133255956609037,0.4308639426250059,0.8095126389297626,0.7935323728817263,0.7452968419077619,
cell_0103,,,,7736.1848654616,,,,,,,,,46884.05911544867,34.743123844593285,4.925703900312044,0.6513843522941848,0.5205057909934356,0.7504290753768947,0.8810973400383861,0.7920641463811656,
cell_0104,,,,0.0,,,,,,,,,33871.00001833794,30.267642286251753,3.445860707850429,0.7025286021958699,0.2982521275049512,0.3515405779304888,0.6194258303735833,0.5837585028957609,
cell_0105,,,,3687.736221761243,,,,,,,,,50735.43277386612,31.756614123717057,4.334177027960861,0.7356466281627535,0.5068230833590655,0.3441699721252313,0.868389421291515,0.5062594749414289,
cell_0106,,,,4795.284287768518,,,,,,,,,64986.79631566352,23.816534405395924,3.36079701583238,0.8305642880064872,0.5327014594387559,0.1336894870950961,0.8602878718295915,0.8896360549393432,
cell_0107,,,,0.0,,,,,,,,,36222.04468982287,35.67741884751535,3.1031203776779286,0.7549907399685193,0.5462710913142905,0.232236788606856,0.5791285045379782,0.5450707832197268,
cell_0108,,,,15054.837566393278,,,,,,,,,54302.85273505935,40.185595202056135,3.7695795757427906,0.6489663249962115,0.6286585775293198,0.903065192283443,0.7862308938859659,0.754379180672559,
cell_0109,,,,2577.872632614065,,,,,,,,,43501.432803786054,37.29192005940391,4.514735653200719,0.6765560226868697,0.4570098467660133,0.4998367912344029,0.9435538254400544,0.8415617526868573,
cell_0110,,,,1191.9615931105477,,,,,,,,,25740.467068793623,26.1038903139095,3.631709785075526,0.631710973671011,0.207013189386093,0.4962398876108584,0.5536348785777016,0.5152242539690495,
cell_0111,,,,9897.722504977872,,,,,,,,,52314.40287185549,37.4956289623808,4.264903335353861,0.7165440616503301,0.3618304133876786,0.8023617296140102,0.6863420260890332,0.8396132330343772,
cell_0112,,,,0.0,,,,,,,,,35421.61146958719,29.696778774970976,4.527215665897354,0.7031903192169856,0.5540608639216591,0.42340830188642,0.6761894406821511,0.663211013411756,
cell_0113,,,,0.0,,,,,,,,,52242.694787397006,30.819442471750108,3.341727981366378,0.712296962653765,0.4946351097853638,0.4265850907521359,0.7108104636948984,0.6250856485978554,
cell_0114,,,,9455.601988456863,,,,,,,,,51153.47324653214,29.726926257114194,3.8745846231784937,0.6943929136802074,0.6795293592579154,0.7981470662457445,0.6708427606331668,0.7423078971356033,
cell_0115,,,,0.0,,,,,,,,,37110.831396335285,30.054181893461113,4.9174290972002295,0.67791926913407,0.538112620646189,0.1516685334574466,0.4800678218684435,0.5980606416409467,
cell_0116,,,,0.0,,,,,,,,,34757.0176120633,22.367680442881273,4.477726133861239,0.7463725117554405,0.4645451931573091,0.3670384152365058,0.6010374724457281,0.7314931251766024,
cell_0117,,,,2747.0817905660933,,,,,,,,,36434.0400036446,31.291670355984607,4.0049133676755435,0.6386071585836083,0.4585911362153644,0.1823543127302322,0.6481669778498389,0.6105666497094453,
cell_0118,,,,0.0,,,,,,,,,42999.759701605144,18.8567543774074,4.2776501436109085,0.7557478011949746,0.3571099922244407,0.3630637635341733,0.734189480155223,0.7046010707041354,
cell_0119,,,,7854.852971265058,,,,,,,,,57763.53122880742,27.74206582854707,3.5797330334767015,0.7506920170391808,0.4679227296064054,0.8420876115720731,0.7344314550681668,0.765964270268551,
cell_0120,,,,0.0,,,,,,,,,40537.22362930133,33.592743582199994,4.651475602899499,0.6049920490497002,0.5037765734303036,0.1324977165307222,0.7259588894412758,0.4743896044229783,
cell_0121,,,,0.0,,,,,,,,,28634.287816436827,26.76580772402609,4.770287154136701,0.6446133785226329,0.3800285753265711,0.3547976517471311,0.5103649173808191,0.4996903035245328,
cell_0122,,,,8826.062220467396,,,,,,,,,62319.560176552695,32.0607096318388,3.9372573557775,0.7012919813701985,0.5961062833086676,0.8557222983284974,0.6566354681539858,0.7841664097507545,
cell_0123,,,,10557.812381065009,,,,,,,,,42687.04256045403,43.35422810537774,4.188482652624307,0.7089043682984724,0.573672007703163,0.8913909750755719,0.7776175970056092,0.6499443986166064,
cell_0124,,,,5811.74218427648,,,,,,,,,56607.99965660189,38.63813108664208,3.4345215659311448,0.6437475645389938,0.5084663574722008,0.7660749123800781,0.8440747648035805,0.7477824778345445,
cell_0125,,,,5519.38246395202,,,,,,,,,67833.18938066985,41.36045097766892,3.145649892659387,0.6893885064581702,0.5281783701862268,0.7919169676039053,0.9279885355826628,0.8434618046668921,
cell_0126,,,,0.0,,,,,,,,,28066.24572408518,28.668789638395847,4.031035170788383,0.6331397918857411,0.3226342183065182,0.4441968389442144,0.7294898660668125,0.6651907661565151,
cell_0127,,,,0.0,,,,,,,,,31035.9158927806,42.89814346950001,4.145939986226605,0.5709765666381833,0.5076322612385087,0.3700726630641773,0.8082905898218952,0.6496707299173395,
cell_0128,,,,8007.916879702951,,,,,,,,,53197.55955561349,33.97743069720102,4.49933815313786,0.6330450965498365,0.5881402668746465,0.7907768765554651,0.8579483193666423,0.7484186779678191,
cell_0129,,,,6868.238782915789,,,,,,,,,48975.6704211866,45.72247774679944,4.47145717109729,0.6630523000229175,0.7146105899940001,0.8858700700399322,0.7532266123888838,0.8089743063810314,
cell_0130,,,,5040.716341611188,,,,,,,,,41645.35598253707,36.69316979950044,4.175962884354176,0.6001952859533196,0.4842673830576693,0.998708923608712,0.7401528468377065,0.5969836758429727,
cell_0131,,,,10555.949843605482,,,,,,,,,52979.94082364219,28.72744802543627,4.565470083949972,0.7800107293020249,0.5022559383604739,0.9777002006241968,0.7304204152904014,0.7374293380828202,
cell_0132,,,,4119.755265841706,,,,,,,,,41983.01743436324,31.914243728740544,3.608426736249166,0.7178509305072437,0.5146646413487233,0.1072251378753497,0.6993408478699881,0.7096444938320537,
cell_0133,,,,6292.050189111358,,,,,,,,,55815.14701444627,38.57381280727582,4.480516973494723,0.6802955570625582,0.4944650852899068,0.8502462739405006,0.8107771689897495,0.7349093439645119,
cell_0134,,,,0.0,,,,,,,,,28564.030360363377,24.24339092880385,3.819145339221632,0.7584528358972206,0.3257245552686012,0.1674307093775519,0.7385554456493469,0.55825248651153,
cell_0135,,,,0.0,,,,,,,,,45849.54083512278,24.888903614326427,4.661351856680894,0.8974939819655137,0.4922762025620678,0.4679707983188689,0.8071372617718848,0.7478505958923695,
cell_0136,,,,6382.108839545344,,,,,,,,,47017.22695364634,36.87651178457504,4.023154498078546,0.7000449543374693,0.5338500718737577,0.8375376020524247,0.7474031579758078,0.5965466705728464,
cell_0137,,,,0.0,,,,,,,,,32745.56938656027,31.248739076239907,3.1734009678655286,0.623781027237591,0.4833915096858546,0.130789948831279,0.6858517280530732,0.5346153559137414,
cell_0138,,,,3333.7464655218055,,,,,,,,,52362.733150914006,17.146683585602997,4.341451250506581,0.8740524430840116,0.553857585281098,0.3579227341733526,0.811637876792717,0.7033049788812364,
cell_0139,,,,0.0,,,,,,,,,26383.949784962315,34.765607262619014,4.640933381900767,0.6562700023240978,0.511924693318957,0.4170981448217595,0.7769417449331999,0.7041328177797594,
cell_0140,,,,0.0,,,,,,,,,36592.21954222891,27.027510130925112,3.905787777333419,0.8171548369647788,0.4984208578347841,0.2095243524225155,0.8815186734122664,0.4972340461873414,
cell_0141,,,,5993.193668675918,,,,,,,,,61649.999279977,30.34126257800912,3.6978702180032217,0.717475987017018,0.5736600544463567,0.7423233370804091,0.8316910315020479,0.8722260284887761,
cell_0142,,,,5470.144465280681,,,,,,,,,41247.61735807141,41.705332757259654,4.007751186476984,0.7011333915234725,0.3384318653658062,0.8292553078599704,0.646172380881311,0.7618072711410542,
cell_0143,,,,7593.812379883364,,,,,,,,,53792.43700972613,36.88191010290772,2.999499723589603,0.6896804063276162,0.5397576156279775,0.9893988437084744,0.7928773083435698,0.7485340636419827,
cell_0144,,,,0.0,,,,,,,,,36819.179559738965,35.58082888391127,2.9494441178550392,0.7960128972560501,0.4301916544649731,0.2047962083174357,0.7794872022223086,0.5183313588327173,
cell_0145,,,,8859.667646421061,,,,,,,,,57972.76010244117,39.189761314898774,4.571085218040783,0.6707811320592704,0.4197296088111997,0.964844277611572,0.8099123810248283,0.5500395046788444,
cell_0146,,,,5191.922870616425,,,,,,,,,43841.34502385343,36.99242748525977,3.649552716056178,0.8192379648785955,0.5254523794252102,0.818763980622376,0.6818912706167691,0.8896169151643849,
